text_clean,sentiment,sentiment_
bbh bom cair cair nihhh duhh,-16.666666666666668,-1
bbh p cair sekarat duit semangat ni,14.285714285714286,1
program elit bbh sulitchuakssss,0.0,0
sertifikat,0.0,0
h magang bbh cair astaghfirullahaldzim gaji kerja turun telat kah bikin mahasiswa telat,7.6923076923076925,1
solusi kampus,0.0,0
bbh nih spam komen pengaruh cair aksi,14.285714285714286,1
wkwkwk,0.0,0
nang,0.0,0
alas bbh cair wkwkwk,0.0,0
good,100.0,1
alumni msib x bayar orang rejekinya beda,0.0,0
alhamdulillah ngikut msib bach bbh lancar bro,0.0,0
tau tau,0.0,0
ehem bbh,0.0,0
alas lapar php,0.0,0
ajar kelas lulus langsung kerja ketimbang pusing,0.0,0
sistem cair bbh siksa,-25.0,-1
bener,0.0,0
moga sengsara msib batch,0.0,0
studi independen bayar bener nih,0.0,0
bph,0.0,0
sengsaraa,0.0,0
utama dapet duit bosss,0.0,0
gegabah,-100.0,-1
alas bbh cair,0.0,0
dengerin,0.0,0
suka lapar rekomendasiin msib bbh ceilah,16.666666666666668,1
lapar,0.0,0
bbh dicantumin gaung sosialisasi,0.0,0
tolong,0.0,0
tunggu sedih,-50.0,-1
bbh gais cair hati gais bener gantung bbhnya,12.5,1
revisi proses bbhnya,0.0,0
aju non beasiswa cair mohon bantu,0.0,0
batch dapet bbh,0.0,0
wahhh arti msib uang saku,0.0,0
jahat banget,-50.0,-1
hahahaha kann berani bawa embel embel dapet duit emang sengawur bro asli,16.666666666666668,1
mitra medan,0.0,0
tolong cair bbh aju bilang diskriminasi cair nyata hoax butuh uang tahan hidup kota orang,-13.333333333333334,-1
kayak,0.0,0
tolong,0.0,0
program bagus laksana utama cair bbh diskriminasi,0.0,0
daftar semester magang ny smstr,0.0,0
bbh termin aju semangat dampak beda informasi surat perintah cair perintah mahasiswa berkas tunggu revisi moga cepat cair,11.11111111111111,1
lombok,0.0,0
kabar mahasiswa revisi sptjmnya kasih kamis mei revisi mundur cair bbh termin revisi arti cair termin mohon terimakasih,0.0,0
alas msib bbh telat,0.0,0
moga smt daftar,0.0,0
dzalimnya kacoba diceritain,0.0,0
klik centang klik,-33.333333333333336,-1
upload sptjm sr klik menu klik penguploadan,-14.285714285714286,-1
proses ulang bbh aju banget sih,-16.666666666666668,-1
yaa maanaa tau bilang ketat nyata yaa lihat,0.0,0
kereeenn,0.0,0
revisi sptjm salah langsung buang beda sptjm lho sptjmnya gagal masuk kandidiat mitra coba jelasin,-13.333333333333334,-1
izin nambahin bro seleksi ribu calon kena cut off alesan sptjm error biar cair dana bbh nyata mahasiswa revisi sptjm bijak seleksi ngecut off ribu mahasiswa jalan program revisi sptjm fair,3.225806451612903,1
sptjm revisi masuk program sptjm bener revisi msib banget si,0.0,0
maksud tebus kepala prodi sptjm,0.0,0
iya anjir revisi minggu,0.0,0
izin ka ngerevisi sptjm,0.0,0
minimal plin plan panitia msib oiya lupa ngerti nasib bbh cair orang kerja kerja ttp gaji program msib ngikut hue emang bener kategori dzalimi doa moga mahasiswa msib aju sehat rejekinya alir moga hidup diskriminasi moga orang tua sehat lancar rezeki lancar cerah orang nan,4.444444444444445,1
minimal sok jual seminar inspiratif jembt bbh beres heran korupsi sih,0.0,0
ketar tir bilang cemas kau deck,-16.666666666666668,-1
ginjal kau pecah bbh emang telat asu coookkk emang korupsi bilang kedok kerja data mahasiswa jaga buka batch malu coookkk,-10.0,-1
fyi dapet informasi grup kampus cair bbh aju tunggu perintah cair perintah perintah cair emang anak aju sabar kuat beda gni,9.523809523809524,1
serius sih surat perintah masak tinggal stample tanda tangan cair ngapain nunggu jumaat woi,-7.142857142857143,-1
bacot panitia kerja gkada hasil sok buka batch,0.0,0
bbh aju dicairin minggu tau panitia bgst salah sptjmnya nunggu revisiotak hei sumpahin idup susah nnti,-12.5,-1
revisi sptjm tanggal masuk pesan poin kirim grup tele iyaa parah banget sih anak ngomong ngomong pesan hapus panitia msib,-5.0,-1
permisi cerita inspiratif bbh butuh konsumtif tolong beritahu atasanya masak amet urus msib buka noh telegram mute bungkam banget kerja bakak nyerocos bukti,4.3478260869565215,1
yyya,0.0,0
update bbh p tidur ygy,0.0,0
bicara manusia pakai kepala dingin akal anak batch habis biaya panitia salur bantu hak,0.0,0
survey cobak evaluasi batch,0.0,0
tolong berita senang tolong sedih bbh bom cair,-12.5,-1
woi bbh,0.0,0
bbh,0.0,0
woii bbh guaa,0.0,0
hallo share nama anak revisi sptjm biar teman thaank,0.0,0
hallo share nama anak revisi sptjm biar teman,0.0,0
darma mil keren,33.333333333333336,1
informasi bbh,0.0,0
p nunggu proses kerja sih suruh cek email tuh email kait bbh zolim banget mah,6.666666666666667,1
ganti admin ganti,0.0,0
keren,100.0,1
beasiswa ttp cair,0.0,0
nasih pian ni,0.0,0
kerja disamain sptjmnya,33.333333333333336,1
mantap banarr tribe,0.0,0
bbh p astaga jahat banget ni panitia deskriminasi,-12.5,-1
hah ganyambung,0.0,0
rek bsi banyam gagal yak,-20.0,-1
yaampun bbh ngumpulin revisi sptjm nasib nunggu orang ngumpulin cair cair paksa pinjol tahan hidup bentar magang kelar hak bbh tolong ditindaklanjuti,9.090909090909092,1
bang mejeng,0.0,0
beswan terbaeekkk nih,0.0,0
mantapp tribe kitaa,0.0,0
upload dokumen situs gagal alesannya koneksi inet cepat,0.0,0
banget pas nyata golong aju aju bbh perihal administratif perihal cair nyata coba konsisten plin plan,0.0,0
muhammadiqbal wkwkwkw ye,0.0,0
hmmmmmmm,0.0,0
pakai war tiket coldplay dicairin dapet gaji,0.0,0
korup sih sih bener kerja kaca batch parahh,0.0,0
hallo teman aju revisi sptjm yukk lapor kait laporgoid laku tunggu msib gantung ulur aju lupa lampir bukti msib janji kait bbh muncul stigma msib bbh aju proses ulang program hak bayar,-3.125,-1
bbh termin aju yah,0.0,0
x,0.0,0
banget nge lapor akun,0.0,0
beasiswa aju ulang revisi gelombang mei lihat ntah mei,-11.11111111111111,-1
yyya followup email email reversal komen h kamis besok batas mei evaluasi kerja kah,0.0,0
batch ganti nama program volunteer studi independed sertifikat magang duit,0.0,0
iya email reversal gagal kirim rekening mahasiswa pas followup truss template selesai mei,-7.6923076923076925,-1
update sptjmnya revisi template revisi deadline mei updatenya cek sptjmnya maaf nih ketat urus surat surat undur moga baca terimakasih,-5.0,-1
maksimal kali,0.0,0
sptjm revisi updatenya,0.0,0
emang kumpeni nih lirik kack,0.0,0
tinggal tunggu berita bbh cair orang mahasiswa unuh daftar batch magang merdeka was was yak,0.0,0
pantesan mitra cari bolak temu nyata buka yah,0.0,0
terima kipk bbhnya,33.333333333333336,1
boroboro semangat hak kasih,75.0,1
baca masuk nerakaaaaa bikin sengsara idup orang,0.0,0
mari sumpahin ngurus bbh moga susahh hidup biar hidup rantau duit batas tuh,-7.6923076923076925,-1
fix mah mei cair,0.0,0
cair kirim revisi,0.0,0
miin kirim revisi nunggu anak revisi cair kirim tolong tau,0.0,0
tunggu,0.0,0
yaampun,0.0,0
bc telegram revisi nunggu anak kirim revisi,0.0,0
kisah inspiratif followernya k,25.0,1
daftar batch mndinng pikir dehjng tipu dblng bbh cair,-11.11111111111111,-1
anjir,0.0,0
mitra mah senengseneng dapet tenaga kerja gratis urus xixixi,22.22222222222222,1
yhc proses yak tuju batch pantengin situs magang merdeka,11.11111111111111,1
bgst emang pikir perut sndri,0.0,0
ahahaha ae pian nih,0.0,0
hallo ri nyata nyata sosialisasi absensi gaji cair bbh sulit program isi merdeka kali beban program,0.0,0
cair ri,0.0,0
hallo jadwal cair termin email revisi sptjm lambat lihat email kirim,-9.090909090909092,-1
cek si cek sekaliannn habis ongkos semangat ni,12.5,1
sakit hati panitia msibgw sumpahin disusahin hidup turun,0.0,0
keren bang buzzer msib,25.0,1
halah keakehan cangkem moga hidup sulit yaa lancar gaji lancar hidup bahagia biar orang derita bahagia hidup makan biar sehat pastiin makan hasil halal,4.166666666666667,1
bener bener panitia aju kaitanya proses cair pengajuam br dana nunggu surat perintah cair nunggu april april cair mundur tanggal mei suruh nunggu kerja nunggu suruh nuggu deskriminasi banget si kelar magang persen hak bbh,2.857142857142857,1
yyya inti panitia msib batch tenang keruh kalimat manuk nurul masuk fiqri,8.333333333333334,1
template,0.0,0
template,0.0,0
keren motivasi cerita bbh aju cair pinjol tahan hidup makan minn,9.090909090909092,1
mohon balas,0.0,0
harap hormat bbh cair mohon non revisi revisi informasi cair terimakasih,9.090909090909092,1
kerja gabecus panitia msibbisanya p cross cek skrngkmrn ngapain tidur gaheran ketua msibnya kerja libur,6.666666666666667,1
tolerir sih,0.0,0
sih nunggu,0.0,0
mahasiswa revisi sptjm siksa,-25.0,-1
iya proses ulang kerja yaallah tolong kerja tolong aju gantung nang gara bayar pinjol,0.0,0
revisi brapa sih mriksa,0.0,0
yyya mriksa revisi sptjm brama sih cman lembar loh anak rrvisi ribu cman an bnget urus,0.0,0
revisi sptjm samasama tunggu,0.0,0
yyya revisi dana cair,0.0,0
magang revisi sptjm informasi,0.0,0
msalahnya revisi sptjm rabu kerja proses bbh skrang,12.5,1
magang revisi tanggal mei revisi informasi kena cair bbh,0.0,0
halo informasi bbh revisi sptjm mei harap informasi cair bbh revisi sptjm mei terimakasih mohon,0.0,0
lapor kpk,0.0,0
kocak banget garagara wakil mahasiswa sptjm eh kena,-12.5,-1
mohon rin bantu diup alasanya bosen banget,0.0,0
halo aju rekening valid revisi sptjm salur bbhnya kecuali gagal transfer bank salur h salur bbh salur rabu jumat senin data gagal transfer kamis informasi mahasiswa gagal,-3.703703703703704,-1
studi independen bbh bang magang,0.0,0
sembah sujud cair bbh jujur janji manis kalah takdir tuhan,30.0,1
mohon bijaksana mind jujur batch parah msib ikutin,12.5,1
kacauu sistem kacau penuh kedzaliman,-20.0,-1
yhc,0.0,0
tolol template,0.0,0
yyya mei hak,33.333333333333336,1
halo kabar revisi sptjm tanggal email pemberitahuan tolong info tanggal cair,0.0,0
muak banget minkebanyakan drama,-25.0,-1
email template tenang,33.333333333333336,1
izin tag mohon maaf sopan hormat tolong baca komenan mahasiswa bbh cair tunggu magang selesai bbh termin cair bbh termin tolong ikan hak tolong kawal bbh tangan termin termin terimakasih moga baca,6.25,1
iya pulsa elah,0.0,0
batas sabar jujur muak banget,0.0,0
percaya adik adik postingan gimik citra nyata teman teman batch bbh cair kena php sesuai kalimat alesan inti ketidakadilan nyata batch magang kaya karyawan jobdesknya butuh duit transportasi makan butuh realistis,6.451612903225806,1
keren,100.0,1
kerja rabu kemarin brarti senin kemarin dongaksimal cair kredibilitas tepatin janji,18.181818181818183,1
kemarin cek email sih sih butuh,0.0,0
email kerja rabu brarti maskimal senin kemarin cair sih kredibilitas panitia pegang,8.333333333333334,1
crosscheck berkas minggu minggu cair sih kemarin kemarin ajaaa batch bahan evaluasi panitia sih kasihan anak bangsa,-5.882352941176471,-1
bacooott muak jujur,0.0,0
waw kereen bangg,0.0,0
halo via email bbh aju proses ulang bayar bayar terima beasiswa moga salur semangat jalan magang,6.25,1
halountuk mitra kunjung platform,0.0,0
halo informasi kait bbh kirim via email mohon cek email tinggal infoinfo msib,-7.6923076923076925,-1
halo aju terima beasiswa cair bbhnya,16.666666666666668,1
uo,0.0,0
halo via email bbh aju proses ulang bayar bayar terima beasiswa moga salur semangat jalan magang,6.25,1
halo via email bbh aju proses ulang bayar bayar terima beasiswa moga salur semangat jalan magang,6.25,1
admin pantiia msib kerja capek bayar magang capek kerja bbh telatminimal empati tanggung adabayangkan anak mu diginiin terima,16.666666666666668,1
admin pantiia msib kerja capek bayar magang capek kerja bbh telatminimal empati tanggung adabayangkan anak mu diginiin terima,16.666666666666668,1
sayang banget yhc mitra msib kalimantan,16.666666666666668,1
revisi revisisptjm aman dicairin msib,20.0,1
wihhh abang ketuaaa,0.0,0
dusta sidin ai,-33.333333333333336,-1
wahh si ketua tribe,0.0,0
permisi kakak aju progres kasih kah sistem birokrasi sesuai prosedur cair sesuai prosedur janji pakat apresiasi program bagus pelaksanannya rapi staff capek resiko kerja temanteman tanggung resiko bijak ghoib msib mohon maaf curhat speak stress hehehekalo bpjs ketangakerjaan mitra tidak-apa-apa tahan tanggung semngatss tunggu hak aju cair klarifikasi hmmmm dm gmal balas terima kasih baca sehat awas lelah kerja stress resiko sih semangat terima kasih,8.695652173913043,1
bbh revisi sptjm mei kemarin cair uang transport pakai uang makan uang sendirigimana,0.0,0
keren ketua tribe,33.333333333333336,1
tau cerita inspiratif relate banget mostly intern msib coba tanyain anak magang middle lower economy ngerantau metropolitan harap dapet upah skill balance nyata dihadapin hutang gara cair bbh akibat overthinking jalan magang akibat tekan,2.9411764705882355,1
waduhhhh,0.0,0
bnget mitra dapet,0.0,0
komennya d blas tunggu d notuce sam media lakuin proyek roro jongrong provinsi belah,-7.142857142857143,-1
mantapp broww yok jgaa,0.0,0
nih kisah,0.0,0
kisah inspiratifku angkat sih tunggu bbh cair lebaran mei cekik kota orang makan berfikir berfikir duit tipis berangkat magang berfikir berkalikali bete profesional hadir semangat bbh cairr zzz tolongin anak aju,3.225806451612903,1
wisss,0.0,0
sumpah tertawa nasib,33.333333333333336,1
yyya bbh bbh,0.0,0
hahahaha siappp,0.0,0
tutup mata kaya,33.333333333333336,1
hahahaa tertawa,0.0,0
asli,100.0,1
dokumen aman duit cairntah dikemanain duit panitia,14.285714285714286,1
hmm sabi nih,0.0,0
bbh aju cair,0.0,0
gila si masuk hahahah,-25.0,-1
x program kampus merdeka solusi,20.0,1
termin aju kabar nunggu,0.0,0
wqwq,0.0,0
dokumen aman taat atur cair emang rezeki,28.571428571428573,1
tau si akku revisi cair jgbiasanya revisi sesuai template nulis nerima bea,8.333333333333334,1
bingung lapor bbh telat,-25.0,-1
sebenernya tuh komen digubrisditanggepin sih,0.0,0
sptjm kena revisi ka,0.0,0
dtngnin kantor msibnyaa kemendikbud sekkalian sptjmnya,0.0,0
allah revisi sptjm tanggal mei cair,0.0,0
cerita inspirstif percaya omong panitia msib bbh p cairudh pinjol panitia gapeduli samsek,7.6923076923076925,1
widihhhh,0.0,0
loh loh loh,0.0,0
tanggal dapet revisi sptjm bbh cair,0.0,0
yhc mitra usaha buka batch v affakach mentor kena dampak magang batch iv klarifikasi,-7.142857142857143,-1
main tribe,0.0,0
mei,0.0,0
balas,0.0,0
cair bbh,0.0,0
cerita inspiratif ku msib batch sulit hidup kota bbh kunjung turun,9.090909090909092,1
kasihan diliatin bagus jelek diliatindijadiin bahan evaluasi,-14.285714285714286,-1
next kisah inspiratif teman aju susah tahan hidup magangrantau hak bbh cair angkat kisah inspiratif mohon,6.25,1
nih pakai akun asli butuh nama lengkap detail dm bbh woi,0.0,0
yyya minnn dengar seru hati plissss,16.666666666666668,1
yyya,0.0,0
gila angkat kisah ttg evaluasi sistem magang merdeka langsung nurnin daftar batch,0.0,0
ni panitia kang ghosting banget trnasparan ding sistem bobrok,-22.22222222222222,-1
yyya mbak si hhosting,0.0,0
uwaw ketua tribe kitaa nih,0.0,0
sabar kang,50.0,1
bbh yatuhan,0.0,0
inti parah emang panitia,-25.0,-1
ommo tribe,0.0,0
kakkk,0.0,0
iyaya adu,0.0,0
wesss mboh raurusann meh lihat kisah inspiratif pokok bbh ku buru cairno ndes,7.6923076923076925,1
pliss bbh minn aju tolong bangettt yaaallahhh,0.0,0
alah kali cerita bbh,0.0,0
cairin bbh mohon,0.0,0
bbh anak revisi sptjm mei,0.0,0
sabar insyaallah langsung cair malam mimpi,16.666666666666668,1
lapor kpk,0.0,0
mantap nih,0.0,0
takut banget dibiarin,-33.333333333333336,-1
mbak hikmah,0.0,0
batch aman ko cair selagi dokumen penuh syarat adamaju,11.11111111111111,1
kang ghosting lhat panitia msib angkat,0.0,0
anjay,0.0,0
bbh cairrrr ygyy mohon nyekik banget biaya astagfirullah,0.0,0
izin yhc angkat msib buka daftar,0.0,0
yok ramai cerita inspiratif versi,0.0,0
affh iya cerita inspiratifku angkat sabar luas bbh cair cair bayar kos cekek,15.384615384615383,1
dzalim banget allaah,0.0,0
waaaa,0.0,0
bntar masuk postingan msib,0.0,0
cerita inspiratif versi ku tunggu bbh turun mei dijanjiin tba revisi berkas pas selesai giat cair chukasss,11.764705882352942,1
setia coba mahasiswa bbh aju,20.0,1
waw,0.0,0
iya gadibayar mitra bbh mitra kasih mitra,14.285714285714286,1
maaf emang mitra bayar magang pure bbh perintah,0.0,0
uang,0.0,0
woe,0.0,0
cek email bilek nih aju cair,0.0,0
nih bang nampak hilal cair,0.0,0
nih bang,0.0,0
bang cair,0.0,0
yyya jlly cair,0.0,0
hallo ri transparan efektif kelola program bangun program kampus merdeka msib panitia pusat perhati aspekaspek cair bantu biaya hidup bbh ketidakmerataan cair bbh serius mahasiswa butuh dana dukung butuh hidup kampus cipta ketidakadilan mahasiswa ketidakpuasan panitia pusat komitmen kelola cair bbh transparan adil cepat mahasiswa lantar nyata panitia nyata belit timbul bingung ketidakpercayaan mahasiswa mahasiswa hak informasi perinci kena program paham harap program jalan sosialisasi sesuai harap mahasiswa perhati panitia laku sosialisasi program mahasiswa paham manfaat prosedur kait sosialisasi efektif bantu meminimalisir kesalahpahaman tingkat partisipasi mahasiswa program program kampus merdeka msib milik potensi aspek cair bbh nyata perinci sosialisasi efektif,3.0,1
aju,0.0,0
kemarin bilang potong aman,25.0,1
sok niat mah berfikir duit,-20.0,-1
drama cairr aju,0.0,0
nii,0.0,0
yailahh sok bangett sii puput,-20.0,-1
arti mahasiswa tabung magang,0.0,0
alhamdulillah deh kakanya alhamdulillah kakanya bom untung mbak nyiapin dana mbak deh debat poin mbak ambil pov coba ambil pov orang sebetuntung mbak mbak,0.0,0
lowong magang medan,0.0,0
kaya mbkm deh,33.333333333333336,1
njir gagal tf salah dana mbkm bank bri senin,-22.22222222222222,-1
aju cair kah,0.0,0
daftar pas klik maks kali,-20.0,-1
maap komen pakai ig magang cair sih temen gondrong cair kasihan banget,-8.333333333333334,-1
gausaaa,0.0,0
arti batch kemarin lowong,0.0,0
cerita lihat inti rb mahasiswa kecewa sih bacth magang kota mikir deh duit jt idup rantau,-6.25,-1
iya dapet bbh bantu biaya hidup uang butuh magang hak telat cair termin cair jalan cair khusus rantau butuh biaya hidup da gratis hidup kota orang kecewa cair cair pinjol gadai barang masuk kantor ongkos,5.714285714285714,1
gasss,0.0,0
yp bandung jalur gratis,25.0,1
coba cerita kisah eh ko,0.0,0
bilang orang kondisi beda alhamdulillah nyiapin dana ngerantau orang nyiapin dana darurat cmn salah hak ny diturunin inti gd salah mahasiswa bbh diturunin kondisi orang gd tau beda alhamdulillah kasih rezeki serba wajar kk pikir cmn langsung temen magang rasain,2.5,1
ngomong ngomong ngerantau pikir tau magang,0.0,0
gais beasiswa non perintah nyata beasiswa sptjm tuh keteranganya memperolehtidak beasiswa perintah sdgkan beasiswa kse,0.0,0
informasi cair,0.0,0
tolong,0.0,0
dumpz kayak iya deh eh tau,0.0,0
dumpz nyiapin,0.0,0
situs,0.0,0
banget mbak orang ekonomi,0.0,0
dumpz template sr sptjm,0.0,0
iya,0.0,0
okeee terimakasih,0.0,0
pantengin situs mbak buka diposting ig informasi,0.0,0
email kait susun proposal mitra,0.0,0
sabar yaa bang weekend megang duit nih,14.285714285714286,1
oalahh arti tibggal tunggu caiirr turunn kokk,0.0,0
kakak surat kah,0.0,0
brrti sr sptjm template cmn beda tulis batchnya,0.0,0
iya email ttg bbh proses nihil,0.0,0
aju emang kendala sptjmnya update bau bbh masuk rekening,-11.11111111111111,-1
magang temen ku aju samsek,0.0,0
tementemennya aju dapet,0.0,0
semuaaa skip,0.0,0
kakak rajin isi logbook lapor mi gguannya udahh tuju mentor,10.0,1
parah samsek,-50.0,-1
aju cair,0.0,0
informasi aju cair kah,0.0,0
cair p butuh uang biaya tahan hidup gaadil sesi aju beda beda,0.0,0
cair p butuh uang biaya tahan hidup gaadil sesi aju beda beda,0.0,0
bom,-100.0,-1
asw p cair,0.0,0
alhamdulillah gantung sorry banget yaaa magang pakai uang sih kondisi nyiapin dana full nyiapin dana tahan hidup rantau nyambung hidup cmn msib batch evaluasi batch iya ulangin salah ulang batch,-10.0,-1
sih msib tau nyiapin inisiatif dana darurat sorry banget bilang anak msib ngutamain bbh ketimbang ilmu realistis rumah magang minimal butuh ongkos pp rantau magang pikir biaya otomatis kos bbh jatohnya hak bonus wajar cair cair banyangin magang tinggal cair kk tau kondisi orang beda beda,0.0,0
halo tolong aju cair hedeuh,0.0,0
aju woi gangaruh pencaiiran kkecewa bbgt msib batch diomonging bullshit mentang cair p dianatirikanbt anak beasiswa mending berfikir deh bt program diskriminasi transparan,-4.3478260869565215,-1
batc tau,0.0,0
firmansyah duit tau dikemanain,0.0,0
bbh aju,0.0,0
bbh telat diskriminasi cair hahakatanya nomor aju pengaruh waktuu cairbatch bnyak bullshitnya,0.0,0
batch buka program bom,-25.0,-1
dumpz batch atur x inti batch sr sptjm salah revisi ulang,-18.181818181818183,-1
jlly,0.0,0
batch apasih mbak janji bbh tuntut hak mbak dijanjiin salah tuntut hak orang orang orang dapet magang berat bantu mbak orang duit simpan ekonomi bbh hak juang,0.0,0
aju belomc cair anaytiriin gwyg sakit lambung nunggu minggu lgijahat bngt si,-8.333333333333334,-1
si gaadaa nyaa,0.0,0
yourpage inti,0.0,0
cair kah,0.0,0
dev bantu surat terang aktif kuliah cuti chat team masibnya bot chatnya,8.333333333333334,1
aamiin serius,-50.0,-1
kemarin hbis serbu bang makan diem berani muncul adminnya,0.0,0
mahasiswa inisiatif uang darurat,0.0,0
gantung perintah emang suka,25.0,1
tolong termin lupa ngamuk suwun,-20.0,-1
aju cair taugila hak ngemis,20.0,1
nama perintah kendala wajar banget mahasiswa inisiatif bawa uang darurat magang loh gaiss utama ilmu dapet uang,0.0,0
termin turun,0.0,0
semester cuti semester masuk daftar,0.0,0
terimakasih mimin,0.0,0
terima kasih moga termin cair program selesai,28.571428571428573,1
butuh komitment kuat,33.333333333333336,1
iya posisi tahap,0.0,0
nahh denger mah usaha sistem makan pilih,-14.285714285714286,-1
daftar magang,0.0,0
pintar bahasa inggris msib,25.0,1
kaya tahap informasi,33.333333333333336,1
iya mbak ig infoin,0.0,0
buka,0.0,0
sulit usaha,-50.0,-1
buka,0.0,0
aju tolong responnya,0.0,0
haiaku wkk,0.0,0
telat ngotak,0.0,0
update tntng msib ye proses buka loh,0.0,0
informasi msib batch buka daftar,0.0,0
nunggu informasi msib nunggu,0.0,0
aju tolong anak beasiswa buutuh duit woiiri,0.0,0
hadir,0.0,0
next batch kecewa kerja tim msib ribu mahasiswa lilit pinjol gadai barang harga batch termin lambat,-6.25,-1
aju bom ni,-33.333333333333336,-1
aditia ingfo,0.0,0
aditia,0.0,0
sulit msib,0.0,0
pokok daftar msib batch,0.0,0
cepetan cek gmail nyaaa,0.0,0
informasi ttg msib,0.0,0
emang soalny,0.0,0
mantap moga bbhnya,0.0,0
iya wey project,0.0,0
sampek kiamat,-50.0,-1
k lumayan wkwkwkw,33.333333333333336,1
eh jakarta bandung ta cari lokasi surabaya,0.0,0
moga amanah part magang,0.0,0
bangga program uang saku alam kerja,33.333333333333336,1
informasi pmm lihat ig pmm ig msib,0.0,0
kadung kecewa,-50.0,-1
pret,0.0,0
situs ku kosong,33.333333333333336,1
p kaa,0.0,0
informasi aju cair,0.0,0
ye bolee,0.0,0
aamiin,0.0,0
ka blh dm kait msib,0.0,0
kabar pakai bsi ni kespam email lpdp error solusi kah pakai rekening bank harap mah bsi,-6.25,-1
dumpz iya sr sptjm,0.0,0
terimakasih kerjasamanya,0.0,0
tolong aju,0.0,0
informasi gmailmakasii,0.0,0
sr sptjm batch informasi,0.0,0
moga siangsore,0.0,0
informasi msib kaka,0.0,0
informasi sptjm eror non mobilisasi mei cair,0.0,0
akuuu,0.0,0
xixixixi senang habis,33.333333333333336,1
maacii mimin,0.0,0
related minimal hidup bulannn,0.0,0
banget om tunggu,0.0,0
anak magang berfikir nyiapin dana emang msib suka telat cairny batch banget mei bom cair,0.0,0
makasii bang,0.0,0
akuuu,0.0,0
lha buka,0.0,0
aju bapakibu panitia,0.0,0
info termin,0.0,0
cieee janji khawatir serang update,-20.0,-1
tahap bang banget batch job,0.0,0
update yah,0.0,0
nitip,0.0,0
timaaci luv moga besok saldo ku yaah xixi,0.0,0
moga,0.0,0
nyiapin ka bbh emang banget cair magang feb juni mei cair arti selesai periode magang,0.0,0
si dapet bbh kasih bantu kuota,16.666666666666668,1
bom,-100.0,-1
magang angkat opsi yaa,0.0,0
ok tunggu masuk kelompok transfer gagal moga minggu cair deh,-10.0,-1
nyiapin expect cair cair,0.0,0
sih nyiapin modal uang darurat,0.0,0
tukar mahasiswa,0.0,0
informasi bantu biaya hedon bbh,0.0,0
aju cair asli nyekek banget bayar kos,14.285714285714286,1
next batch kasih pemberitahuan daftar modal ngekos biaya hidup bbh cair,9.090909090909092,1
pwnring,0.0,0
mahasiswa keluh gadai bpkb motor barang hidup rantau berfikir situ usaha bbh cair cepat urus daftar lambat kaya kasihan temen hidup sndri rantau masuk makan mie hidup kota orang,-3.4482758620689653,-1
cair bbh woy,0.0,0
know,0.0,0
bbh cairin,0.0,0
hak magang kampus merdeka bbh bantu biaya hidup proses tunggu janji iya batch hak hak jalan program butuh biaya transportasi tolong usut tuntas hak tolong awas kerja bbh turun cair cepat panitia msib ri kpk televisi,11.11111111111111,1
cairin bbh pulsa,0.0,0
kuat mbak kesel kuat,25.0,1
enas masyaallah,0.0,0
kaks,0.0,0
sesuai nama merdeka nama,50.0,1
cair bbh woi biarpun magang kasih tugas kerja anggap remeh biarpun dapet alam magang butuh duit tranfortasi kantor uang makan kantor jam kali makan sarap mah lapar transportasi uang makan pakai duit pribadi nih tolong cair,0.0,0
informasi bbh,0.0,0
awoakakqoak siall,0.0,0
ri ri,0.0,0
ri,0.0,0
ri,0.0,0
msib batch mohon bikin stress berfikir survive kota orang pakai duit duit magang bayar bayar,-6.666666666666667,-1
tolong pakk selesai segeraa proker,0.0,0
bbhnya,0.0,0
izin numpang curhat,0.0,0
mudik lebaran looooo,0.0,0
toloong enak duit ortu,25.0,1
harga beda kabar nih mahal,0.0,0
dil curiga praktik korupsi bbh program msib batch kemarin molor parah,-27.272727272727277,-1
sekira lihat keluh kesah msib,0.0,0
berangkat transportasi pulang jalan kaki nih gr gr bbh turun,0.0,0
woi bbh,0.0,0
gabisaaa,0.0,0
bbh,0.0,0
hormat urus magang merdeka jajar bpkibu tolong ikan cair bbh pesan mahasiswa jerat pinjol bilang bbh bonus alam progam cari alam munafik bonus kalang atur msib tera magang biaya undang cantum uu ketenagakerjaan ayat situ tera gara milu rumit proses pakibu barangsiapa sulit orang allah sulit kiamat albukhari tanam otak moga hidup tenang pakibu trimakasih pakibu,1.7857142857142858,1
i tumbal,0.0,0
tolong kait bbh,0.0,0
teman bbhnya pakai thr karyawan yh kh,0.0,0
woii bbh woi,0.0,0
admin informasi slot gacor ganti bbh,0.0,0
tuju banget program iisma telat emang negeri tabung digit digepak glandangan program diperhatiin,0.0,0
mei nyata batch paro barenganmakin bkin,0.0,0
bbh bbh janji,33.333333333333336,1
aduh kasihann yanggg ngerantau,0.0,0
assalamualaikum selamat pagi temen informasi kena zoom meeting sore kemarin laksana msib kampus merdeka tribe batch iv kali diskusi laksana kena cair bbh dasar informasi kampus merdeka aju cair bbh magang merdeka termin cair termin termin cair bbh termin mei hitung feb mar april cair bbh termin hitung mei juni lancar proses cair bbh termin tementemen harap lengkap dokumendokumen platform kampus merdeka rekening valid sptjm sr isi logbook acc mentor masingmasing lampir taut recording zoom laku sore samasama paham alur cair bbh terima kasih erti tementemen,0.0,0
bbh termin mei waduhhh gimanaaa,0.0,0
jadj jumpa ayng,0.0,0
